SKU,Name,Description,Price,Categories,Sub-Category,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In
392611527,"Vial Kit - Clear 2.0ml Crimp Top Wide; 200μL Glass Inserts Polymer Spring, Conical Precision Formed Mandrel Interior; 11mm Silver Aluminum, PTFE/Silicone Septa","• 40% larger opening. • Reduces the chance of bent or broken needles. • Improved autosampler needle accuracy & handling. • Post baked Teflon/silicone septa for increased performance. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Packaged in a sturdy, easy open, one-piece clamshell tray. • New Improved Teflon/red rubber septa for increased performance. • Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc. • 11mm aluminum open hole crimp caps.",89.99,"Vials, Caps, Seals, Inserts",Vial Kits,"clearcrimptopwideptfesilinsertspring_sm.jpg, clearcrimptopwideptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611528,"Vial Kit - Clear 2.0ml Crimp Top Wide Opening; 200μL Glass Inserts, Conical Point Interior (No Spring Required); 11mm Silver Aluminum Crimp, PTFE/Silicone Septa","• 40% larger opening. • Reduces the chance of bent or broken needles. • Improved autosampler needle accuracy & handling. • Post baked Teflon/silicone septa for increased performance. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass. • Packaged in a sturdy, easy open, one-piece clamshell tray. • New Improved Teflon/red rubber septa for increased performance. • Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc. • 11mm aluminum open hole crimp caps.",58.8,"Vials, Caps, Seals, Inserts",Vial Kits,"crimpwideclearptfesilinserts_sm.jpg, crimpwideclearptfesilinserts.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611529,"Vial Kit - Amber 2.0ml Crimp Wide; 200μL Glass Inserts Polymer Spring, Conical Precision Mandrel Interior; 11mm Silver Aluminum, PTFE/Silicone Septa","Wide opening 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.",91.39,"Vials, Caps, Seals, Inserts",Vial Kits,"ambercrimptopptfesilinsertspring_sm.jpg, ambercrimptopptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611530,"Vial Kit - Clear Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",25.2,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmClearptfesil_sm.jpg, 8mmClearptfesil.jpg, VialKit_ScrewTopStandard.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611531,"Vial Kit - Amber Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",26,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmAmberptfesil_sm.jpg, 8mmAmberptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611532,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",98,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearptfesilinsertspring_sm.jpg, 8mmclearptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611533,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert, Conical Point Interior (No Spring Required); Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",47.33,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmClearptfesilinsert_sm.jpg, 8mmClearptfesilinsert.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611534,"Vial Kit - Amber 2.0ml Screw Standard;100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",77,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmAmberptfesilinsertspring_sm.jpg, 8mmAmberptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611535,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",48.72,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmClearptfesil_sm.jpg, 8mmClearptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611536,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Silanized Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",91,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearptfesilinsertspring_sm.jpg, 8mmclearptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611537,"Vial Kit - Clear Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",32.06,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearStdptfeptfe_sm.jpg, 8mmclearStdptfeptfe.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611538,"Vial Kit - Amber Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",34.16,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmAmberStdptfeptfe_sm.jpg, 8mmAmberStdptfeptfe.jpg, 8mmblackcapptfeptfe, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611539,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",69.51,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearStdptfeptfeinsertspring_sm.jpg, 8mmclearStdptfeptfeinsertspring.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611540,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert, Conical Point Interior (No Spring Required); Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",50.44,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmclearstdptfesilptfeinserts_sm.jpg, 8mmclearstdptfesilptfeinserts.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611541,"Vial Kit - Amber 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray • 8-425 Black Screw caps • Post baked Teflon/silicone septa for increased performance",72.38,"Vials, Caps, Seals, Inserts",Vial Kits,"8mmAmberStdptfeptfeinsertspring_sm.jpg, 8mmAmberStdptfeptfeinsertspring.jpg, 8mmblackcapptfeptfe, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611542,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",25.73,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruber_sm.jpg, 9mmclearruber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611543,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",26.6,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmamberruber_sm.jpg, 9mmamberruber.jpg, screwtopwidemouthamber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611544,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",85.85,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611545,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",52.19,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearruberinserts_sm.jpg, 9mmclearruberinserts.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611546,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",34.09,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfeptfe_sm.jpg, 9mmclearptfeptfe.jpg, 9mmredptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
