SKU,GCFerrules Part #,Varian Part #,J&W Liner #,Agilent Part #,Phenomenex Part #,Restek Liner #,SGE Liner #,CRS Part #,Perkin Elmer Part #,SGE Part #,Similar to,Name,Description,Categories,Size,Temp. Rating,Guide Hole,Molded Septa,Bleed,Fits Instrument,Qty/pk,Price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s)
40011-100,40011-100,,,,,,,,,,40011-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 11 mm (7/16 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),400°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,120,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,11 mm (7/16 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,40011-100
40014,40014,,,,,,,,,,40014,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 17 mm (21/32 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),400°C,Yes,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",50,60,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,17 mm (21/32 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,50,Similar to,40014
40014-100,40014-100,,,,,,,,,,40014-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 17 mm (21/32 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),400°C,Yes,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",100,120,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,17 mm (21/32 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,100,Similar to,40014-100
40018,40018,,,,,,,,,,40018,Ultra Low Bleed/Medium Temp Precision Molded Septa 9.5 mm (3/8 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),325°C,No,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",50,55,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,50,Similar to,40018
40018-100,40018-100,,,,,,,,,,40018-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 9.5 mm (3/8 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),325°C,No,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,110,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,40018-100
40033,40033,,,,,,,,,,40033,Ultra Low Bleed/Medium Temp Precision Molded Septa 10 mm,"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,325°C,No,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,50,55,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,10 mm,Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,50,Similar to,40033
40033-100,40033-100,,,,,,,,,,40033-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 10 mm,"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,325°C,No,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,100,110,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,10 mm,Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,100,Similar to,40033-100
40019,40019,,,,,,,,,,40019,Ultra Low Bleed/Medium Temp Precision Molded Septa 11 mm (7/16 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),325°C,No,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",50,55,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,11 mm (7/16 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,50,Similar to,40019
40019-100,40019-100,,,,,,,,,,40019-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 11 mm (7/16 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),325°C,No,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,110,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,11 mm (7/16 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,40019-100
40022,40022,,,,,,,,,,40022,Ultra Low Bleed/Medium Temp Precision Molded Septa 17 mm (21/32 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),325°C,No,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",50,55,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,17 mm (21/32 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,50,Similar to,40022
40022-100,40022-100,,,,,,,,,,40022-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 17 mm (21/32 in.),"• Injector Temperature 325°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),325°C,No,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",100,110,"gcseptapurple_sm.jpg, gcseptapurple.jpg",Size,17 mm (21/32 in.),Temp. Rating,325°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,100,Similar to,40022-100
40026,40026,,,,,,,,,,40026,Ultra Low Bleed/Medium Temp Precision Molded Septa 9.5 mm (3/8 in.) w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),325°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",50,55,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,50,Similar to,40026
40026-100,40026-100,,,,,,,,,,40026-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 9.5 mm (3/8 in.) w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),325°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,110,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,40026-100
40034,40034,,,,,,,,,,40034,Ultra Low Bleed/Medium Temp Precision Molded Septa 10 mm w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,325°C,Yes,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,50,55,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,10 mm,Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,50,Similar to,40034
40034-100,40034-100,,,,,,,,,,40034-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 10 mm w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,325°C,Yes,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,100,110,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,10 mm,Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,100,Similar to,40034-100
40027,40027,,,,,,,,,,40027,Ultra Low Bleed/Medium Temp Precision Molded Septa 11 mm (7/16 in.) w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),325°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",50,55,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,11 mm (7/16 in.),Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,50,Similar to,40027
40027-100,40027-100,,,,,,,,,,40027-100,Ultra Low Bleed/Medium Temp Precision Molded Septa 11 mm (7/16 in.) w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),325°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,110,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,11 mm (7/16 in.),Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,40027-100
40030,40030,,,,,,,,,,40030,Ultra Low Bleed/Medium Temp Precision Molded Septa 17 mm (21/32 in.) w/ Guide Hole,"• Injector Temperature 325°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),325°C,Yes,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",50,55,"gcseptapurpleguidehole_sm.jpg, gcseptapurpleguidehole.jpg",Size,17 mm (21/32 in.),Temp. Rating,325°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,50,Similar to,40030
