SKU,GCFerrules Part # decimal,Sort A,Name,Description,,,,Regular Price,Categories,,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In,,Cost,Distributor Price,Distr Profit Margin,Web Price,Website Profit,,Notes
392611527,392611527,4.1100,"Vial Kit - Clear 2.0ml Crimp Top Wide; 200μL Glass Inserts Polymer Spring, Conical Precision Formed Mandrel Interior; 11mm Silver Aluminum, PTFE/Silicone Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
",,,,89.99,"Vials, Caps, Seals, Inserts",,"clearcrimptopwideptfesilinsertspring_sm.jpg, clearcrimptopwideptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,33.00,64.28,49%,89.99,63%,,
392611528,392611528,4.1070,"Vial Kit - Clear 2.0ml Crimp Top Wide Opening; 200μL Glass Inserts, Conical Point Interior (No Spring Required); 11mm Silver Aluminum Crimp, PTFE/Silicone Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
",,,,58.80,"Vials, Caps, Seals, Inserts",,"crimpwideclearptfesilinserts_sm.jpg, crimpwideclearptfesilinserts.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,29.07,42.00,31%,58.80,51%,,
392611529,392611529,4.1190,"Vial Kit - Amber 2.0ml Crimp Wide; 200μL Glass Inserts Polymer Spring, Conical Precision Mandrel Interior; 11mm Silver Aluminum, PTFE/Silicone Septa","• 40% larger opening.
• Reduces the chance of bent or broken needles.
• Improved autosampler needle accuracy & handling.
• Post baked Teflon/silicone septa for increased performance.
• Lot to lot quality assurance with lot number coding.
• Type 1 borosilicate glass.
• Packaged in a sturdy, easy open, one-piece clamshell tray.
• New Improved Teflon/red rubber septa for increased performance.
• Silane treated vials and inserts available for polar compounds i.e., amines, pesticides, phenols, proteins, etc.
• 11mm aluminum open hole crimp caps.
",,,,91.39,"Vials, Caps, Seals, Inserts",,"ambercrimptopptfesilinsertspring_sm.jpg, ambercrimptopptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,33.40,65.28,49%,91.39,63%,,
392611530,392611530,1.1000,"Vial Kit - Clear Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,25.20,"Vials, Caps, Seals, Inserts",,"8mmClearptfesil_sm.jpg, 8mmClearptfesil.jpg, VialKit_ScrewTopStandard.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,10.82,18.00,40%,25.20,57%,,
392611531,392611531,1.1150,"Vial Kit - Amber Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,26.00,"Vials, Caps, Seals, Inserts",,"8mmAmberptfesil_sm.jpg, 8mmAmberptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,11.57,18.57,38%,26.00,56%,,
392611532,392611532,1.1110,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa ","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,98.00,"Vials, Caps, Seals, Inserts",,"8mmclearptfesilinsertspring_sm.jpg, 8mmclearptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,31.52,70.00,55%,98.00,68%,,
392611533,392611533,1.1060,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert, Conical Point Interior (No Spring Required); Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,47.33,"Vials, Caps, Seals, Inserts",,"8mmClearptfesilinsert_sm.jpg, 8mmClearptfesilinsert.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,22.53,33.81,33%,47.33,52%,,
392611534,392611534,1.1190,"Vial Kit - Amber 2.0ml Screw Standard;100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa ","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,77.00,"Vials, Caps, Seals, Inserts",,"8mmAmberptfesilinsertspring_sm.jpg, 8mmAmberptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,32.31,55.00,41%,77.00,58%,,
392611535,392611535,1.1070,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,48.72,"Vials, Caps, Seals, Inserts",,"8mmClearptfesil_sm.jpg, 8mmClearptfesil.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,20.02,34.80,42%,48.72,59%,,
392611536,392611536,1.1140,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Silanized Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone Septa ","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,91.00,"Vials, Caps, Seals, Inserts",,"8mmclearptfesilinsertspring_sm.jpg, 8mmclearptfesilinsertspring.jpg, 8mmblackcapptfesil.jpg, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100,,31.95,65.00,51%,91.00,65%,,
392611537,392611537,1.1050,"Vial Kit - Clear Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,32.06,"Vials, Caps, Seals, Inserts",,"8mmclearStdptfeptfe_sm.jpg, 8mmclearStdptfeptfe.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,13.08,22.90,43%,32.06,59%,,
392611538,392611538,1.1170,"Vial Kit - Amber Glass 2.0ml Screw Top Standard Opening Vial; Screw Cap, 8mm Black Polypropylene w/ PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,34.16,"Vials, Caps, Seals, Inserts",,"8mmAmberStdptfeptfe_sm.jpg, 8mmAmberStdptfeptfe.jpg, 8mmblackcapptfeptfe, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,13.83,24.40,43%,34.16,60%,,
392611539,392611539,1.1130,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,69.51,"Vials, Caps, Seals, Inserts",,"8mmclearStdptfeptfeinsertspring_sm.jpg, 8mmclearStdptfeptfeinsertspring.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,33.82,49.65,32%,69.51,51%,,
392611540,392611540,1.1080,"Vial Kit - Clear 2.0ml Screw Standard; 100μL Insert, Conical Point Interior (No Spring Required); Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,50.44,"Vials, Caps, Seals, Inserts",,"8mmclearstdptfesilptfeinserts_sm.jpg, 8mmclearstdptfesilptfeinserts.jpg, 8mmblackcapptfeptfe, 8mmclearvials, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,24.79,36.03,31%,50.44,51%,,
392611541,392611541,1.1210,"Vial Kit - Amber 2.0ml Screw Standard; 100μL Insert Polymer Spring, Conical Precision Point Interior; Cap, 8mm Black Polypropylene, PTFE/Silicone/PTFE Septa","• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
• 8-425 Black Screw caps
• Post baked Teflon/silicone septa for increased performance
",,,,72.38,"Vials, Caps, Seals, Inserts",,"8mmAmberStdptfeptfeinsertspring_sm.jpg, 8mmAmberStdptfeptfeinsertspring.jpg, 8mmblackcapptfeptfe, 8mmambervials.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/Silicone/PTFE,Insert Size,100μL,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,34.57,51.70,33%,72.38,52%,,
392611542,392611542,2.1010,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,25.73,"Vials, Caps, Seals, Inserts",,"9mmclearruber_sm.jpg, 9mmclearruber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,11.65,18.38,37%,25.73,55%,,
392611543,392611543,2.1180,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,26.60,"Vials, Caps, Seals, Inserts",,"9mmamberruber_sm.jpg, 9mmamberruber.jpg, screwtopwidemouthamber.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,12.75,19.00,33%,26.60,52%,,
392611544,392611544,2.1110,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,85.85,"Vials, Caps, Seals, Inserts",,"9mmclearruberinsertspring_sm.jpg, 9mmclearruberinsertspring.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,29.65,61.32,52%,85.85,65%,,
392611545,392611545,2.1080,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Screw Cap, 9mm Red Polypropylene w/ PTFE/Red Rubber Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,52.19,"Vials, Caps, Seals, Inserts",,"9mmclearruberinserts_sm.jpg, 9mmclearruberinserts.jpg, 9mmredrubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100,,25.72,37.28,31%,52.19,51%,,
392611546,392611546,2.1030,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 9mm thread design, 40% larger opening
• Reduces the chance of bent or broken needles
• Lot to lot quality assurance with lot number coding
• Type 1 borosilicate glass
• Packaged in a sturdy, easy open, one-piece clamshell tray
",,,,34.09,"Vials, Caps, Seals, Inserts",,"9mmclearptfeptfe_sm.jpg, 9mmclearptfeptfe.jpg, 9mmredptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100,,13.00,24.35,47%,34.09,62%,,
